,state,district,active,confirmed,recovered,deceased,date
0,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-04-21
1,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-04-22
2,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-04-23
3,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-04-24
4,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-04-25
5,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-04-26
6,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-04-27
7,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-04-28
8,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-04-29
9,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-04-30
10,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-01
11,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-02
12,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-03
13,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-04
14,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-05
15,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-06
16,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-07
17,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-08
18,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-09
19,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-10
20,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-11
21,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-12
22,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-13
23,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-14
24,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-15
25,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-16
26,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-17
27,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-18
28,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-19
29,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-20
30,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-21
31,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-22
32,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-23
33,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-24
34,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-25
35,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-26
36,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-27
37,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-28
38,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-29
39,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-30
40,Andaman and Nicobar Islands,North and Middle Andaman,0,1,1,0,2020-05-31
41,Andaman and Nicobar Islands,South Andaman,5,15,10,0,2020-04-21
42,Andaman and Nicobar Islands,South Andaman,6,16,10,0,2020-04-22
43,Andaman and Nicobar Islands,South Andaman,10,20,10,0,2020-04-23
44,Andaman and Nicobar Islands,South Andaman,17,27,10,0,2020-04-24
45,Andaman and Nicobar Islands,South Andaman,22,32,10,0,2020-04-25
46,Andaman and Nicobar Islands,South Andaman,22,32,10,0,2020-04-26
47,Andaman and Nicobar Islands,South Andaman,22,32,10,0,2020-04-27
48,Andaman and Nicobar Islands,South Andaman,18,32,14,0,2020-04-28
49,Andaman and Nicobar Islands,South Andaman,18,32,14,0,2020-04-29
50,Andaman and Nicobar Islands,South Andaman,17,32,15,0,2020-04-30
51,Andaman and Nicobar Islands,South Andaman,17,32,15,0,2020-05-01
52,Andaman and Nicobar Islands,South Andaman,7,32,25,0,2020-05-02
53,Andaman and Nicobar Islands,South Andaman,1,32,31,0,2020-05-03
54,Andaman and Nicobar Islands,South Andaman,1,32,31,0,2020-05-04
55,Andaman and Nicobar Islands,South Andaman,1,32,31,0,2020-05-05
56,Andaman and Nicobar Islands,South Andaman,1,32,31,0,2020-05-06
57,Andaman and Nicobar Islands,South Andaman,0,32,32,0,2020-05-07
58,Andaman and Nicobar Islands,South Andaman,0,32,32,0,2020-05-08
59,Andaman and Nicobar Islands,South Andaman,0,32,32,0,2020-05-09
60,Andaman and Nicobar Islands,South Andaman,0,32,32,0,2020-05-10
61,Andaman and Nicobar Islands,South Andaman,0,32,32,0,2020-05-11
62,Andaman and Nicobar Islands,South Andaman,0,32,32,0,2020-05-12
63,Andaman and Nicobar Islands,South Andaman,0,32,32,0,2020-05-13
64,Andaman and Nicobar Islands,South Andaman,0,32,32,0,2020-05-14
65,Andaman and Nicobar Islands,South Andaman,0,32,32,0,2020-05-15
66,Andaman and Nicobar Islands,South Andaman,0,32,32,0,2020-05-16
67,Andaman and Nicobar Islands,South Andaman,0,32,32,0,2020-05-17
68,Andaman and Nicobar Islands,South Andaman,0,32,32,0,2020-05-18
69,Andaman and Nicobar Islands,South Andaman,0,32,32,0,2020-05-19
70,Andaman and Nicobar Islands,South Andaman,0,32,32,0,2020-05-20
71,Andaman and Nicobar Islands,South Andaman,0,32,32,0,2020-05-21
72,Andaman and Nicobar Islands,South Andaman,0,32,32,0,2020-05-22
73,Andaman and Nicobar Islands,South Andaman,0,32,32,0,2020-05-23
74,Andaman and Nicobar Islands,South Andaman,0,32,32,0,2020-05-24
75,Andaman and Nicobar Islands,South Andaman,0,32,32,0,2020-05-25
76,Andaman and Nicobar Islands,South Andaman,0,32,32,0,2020-05-26
77,Andaman and Nicobar Islands,South Andaman,0,32,32,0,2020-05-27
78,Andaman and Nicobar Islands,South Andaman,0,32,32,0,2020-05-28
79,Andaman and Nicobar Islands,South Andaman,0,32,32,0,2020-05-29
80,Andaman and Nicobar Islands,South Andaman,0,32,32,0,2020-05-30
81,Andaman and Nicobar Islands,South Andaman,0,32,32,0,2020-05-31
82,Andaman and Nicobar Islands,Unknown,1,1,0,0,2020-04-21
83,Andaman and Nicobar Islands,Unknown,1,1,0,0,2020-04-22
84,Andaman and Nicobar Islands,Unknown,1,1,0,0,2020-04-23
85,Andaman and Nicobar Islands,Unknown,1,1,0,0,2020-04-24
86,Andaman and Nicobar Islands,Nicobars,0,0,0,0,2020-05-13
87,Andaman and Nicobar Islands,Nicobars,0,0,0,0,2020-05-14
88,Andaman and Nicobar Islands,Nicobars,0,0,0,0,2020-05-15
89,Andaman and Nicobar Islands,Nicobars,0,0,0,0,2020-05-16
90,Andaman and Nicobar Islands,Nicobars,0,0,0,0,2020-05-17
91,Andaman and Nicobar Islands,Nicobars,0,0,0,0,2020-05-18
92,Andaman and Nicobar Islands,Nicobars,0,0,0,0,2020-05-19
93,Andaman and Nicobar Islands,Nicobars,0,0,0,0,2020-05-20
94,Andaman and Nicobar Islands,Nicobars,0,0,0,0,2020-05-21
95,Andaman and Nicobar Islands,Nicobars,0,0,0,0,2020-05-22
96,Andaman and Nicobar Islands,Nicobars,0,0,0,0,2020-05-23
97,Andaman and Nicobar Islands,Nicobars,0,0,0,0,2020-05-24
98,Andaman and Nicobar Islands,Nicobars,0,0,0,0,2020-05-25
99,Andaman and Nicobar Islands,Nicobars,0,0,0,0,2020-05-26
100,Andaman and Nicobar Islands,Nicobars,0,0,0,0,2020-05-27
101,Andaman and Nicobar Islands,Nicobars,0,0,0,0,2020-05-28
102,Andaman and Nicobar Islands,Nicobars,0,0,0,0,2020-05-29
103,Andaman and Nicobar Islands,Nicobars,0,0,0,0,2020-05-30
104,Andaman and Nicobar Islands,Nicobars,0,0,0,0,2020-05-31
105,Andhra Pradesh,Anantapur,31,36,2,3,2020-04-21
106,Andhra Pradesh,Anantapur,31,36,2,3,2020-04-22
107,Andhra Pradesh,Anantapur,32,42,7,3,2020-04-23
108,Andhra Pradesh,Anantapur,31,46,11,4,2020-04-24
109,Andhra Pradesh,Anantapur,34,51,13,4,2020-04-25
110,Andhra Pradesh,Anantapur,35,53,14,4,2020-04-26
111,Andhra Pradesh,Anantapur,35,53,14,4,2020-04-27
112,Andhra Pradesh,Anantapur,36,54,14,4,2020-04-28
113,Andhra Pradesh,Anantapur,37,58,17,4,2020-04-29
114,Andhra Pradesh,Anantapur,37,61,20,4,2020-04-30
115,Andhra Pradesh,Anantapur,41,67,22,4,2020-05-01
116,Andhra Pradesh,Anantapur,43,71,24,4,2020-05-02
117,Andhra Pradesh,Anantapur,50,78,24,4,2020-05-03
118,Andhra Pradesh,Anantapur,50,78,24,4,2020-05-04
119,Andhra Pradesh,Anantapur,52,80,24,4,2020-05-05
120,Andhra Pradesh,Anantapur,42,80,34,4,2020-05-06
121,Andhra Pradesh,Anantapur,40,83,39,4,2020-05-07
122,Andhra Pradesh,Anantapur,53,99,42,4,2020-05-08
123,Andhra Pradesh,Anantapur,54,102,44,4,2020-05-09
124,Andhra Pradesh,Anantapur,58,107,45,4,2020-05-10
125,Andhra Pradesh,Anantapur,66,115,45,4,2020-05-11
126,Andhra Pradesh,Anantapur,63,115,48,4,2020-05-12
127,Andhra Pradesh,Anantapur,65,118,49,4,2020-05-13
128,Andhra Pradesh,Anantapur,62,118,52,4,2020-05-14
129,Andhra Pradesh,Anantapur,62,122,56,4,2020-05-15
130,Andhra Pradesh,Anantapur,25,122,93,4,2020-05-16
131,Andhra Pradesh,Anantapur,47,122,71,4,2020-05-17
132,Andhra Pradesh,Anantapur,45,122,73,4,2020-05-18
133,Andhra Pradesh,Anantapur,45,122,73,4,2020-05-19
134,Andhra Pradesh,Anantapur,40,136,92,4,2020-05-20
135,Andhra Pradesh,Anantapur,40,136,92,4,2020-05-21
136,Andhra Pradesh,Anantapur,40,136,92,4,2020-05-22
137,Andhra Pradesh,Anantapur,40,136,92,4,2020-05-23
138,Andhra Pradesh,Anantapur,40,136,92,4,2020-05-24
139,Andhra Pradesh,Anantapur,40,136,92,4,2020-05-25
140,Andhra Pradesh,Anantapur,40,136,92,4,2020-05-26
141,Andhra Pradesh,Anantapur,98,206,104,4,2020-05-27
142,Andhra Pradesh,Anantapur,101,209,104,4,2020-05-28
143,Andhra Pradesh,Anantapur,89,209,116,4,2020-05-29
144,Andhra Pradesh,Anantapur,75,209,130,4,2020-05-30
145,Andhra Pradesh,Anantapur,75,209,130,4,2020-05-31
146,Andhra Pradesh,Chittoor,49,53,4,0,2020-04-21
147,Andhra Pradesh,Chittoor,55,59,4,0,2020-04-22
148,Andhra Pradesh,Chittoor,62,73,11,0,2020-04-23
149,Andhra Pradesh,Chittoor,62,73,11,0,2020-04-24
150,Andhra Pradesh,Chittoor,62,73,11,0,2020-04-25
151,Andhra Pradesh,Chittoor,60,73,13,0,2020-04-26
152,Andhra Pradesh,Chittoor,57,73,16,0,2020-04-27
153,Andhra Pradesh,Chittoor,58,74,16,0,2020-04-28
154,Andhra Pradesh,Chittoor,61,77,16,0,2020-04-29
155,Andhra Pradesh,Chittoor,64,80,16,0,2020-04-30
156,Andhra Pradesh,Chittoor,58,80,22,0,2020-05-01
157,Andhra Pradesh,Chittoor,56,80,24,0,2020-05-02
158,Andhra Pradesh,Chittoor,44,81,37,0,2020-05-03
159,Andhra Pradesh,Chittoor,37,82,45,0,2020-05-04
160,Andhra Pradesh,Chittoor,34,82,48,0,2020-05-05
161,Andhra Pradesh,Chittoor,14,82,68,0,2020-05-06
162,Andhra Pradesh,Chittoor,14,82,68,0,2020-05-07
163,Andhra Pradesh,Chittoor,11,85,74,0,2020-05-08
164,Andhra Pradesh,Chittoor,22,96,74,0,2020-05-09
165,Andhra Pradesh,Chittoor,38,112,74,0,2020-05-10
166,Andhra Pradesh,Chittoor,47,121,74,0,2020-05-11
167,Andhra Pradesh,Chittoor,57,131,74,0,2020-05-12
168,Andhra Pradesh,Chittoor,68,142,74,0,2020-05-13
169,Andhra Pradesh,Chittoor,74,151,77,0,2020-05-14
170,Andhra Pradesh,Chittoor,88,165,77,0,2020-05-15
171,Andhra Pradesh,Chittoor,96,173,77,0,2020-05-16
172,Andhra Pradesh,Chittoor,100,177,77,0,2020-05-17
173,Andhra Pradesh,Chittoor,110,192,82,0,2020-05-18
174,Andhra Pradesh,Chittoor,109,192,82,1,2020-05-19
175,Andhra Pradesh,Chittoor,110,208,97,1,2020-05-20
176,Andhra Pradesh,Chittoor,110,208,97,1,2020-05-21
177,Andhra Pradesh,Chittoor,110,208,97,1,2020-05-22
178,Andhra Pradesh,Chittoor,110,208,97,1,2020-05-23
179,Andhra Pradesh,Chittoor,110,208,97,1,2020-05-24
180,Andhra Pradesh,Chittoor,110,208,97,1,2020-05-25
181,Andhra Pradesh,Chittoor,110,208,97,1,2020-05-26
182,Andhra Pradesh,Chittoor,82,234,151,1,2020-05-27
183,Andhra Pradesh,Chittoor,79,238,158,1,2020-05-28
184,Andhra Pradesh,Chittoor,70,246,175,1,2020-05-29
185,Andhra Pradesh,Chittoor,72,253,180,1,2020-05-30
186,Andhra Pradesh,Chittoor,72,253,180,1,2020-05-31
187,Andhra Pradesh,East Godavari,18,26,8,0,2020-04-21
188,Andhra Pradesh,East Godavari,18,26,8,0,2020-04-22
189,Andhra Pradesh,East Godavari,24,32,8,0,2020-04-23
190,Andhra Pradesh,East Godavari,26,34,8,0,2020-04-24
191,Andhra Pradesh,East Godavari,25,37,12,0,2020-04-25
192,Andhra Pradesh,East Godavari,27,39,12,0,2020-04-26
193,Andhra Pradesh,East Godavari,27,39,12,0,2020-04-27
194,Andhra Pradesh,East Godavari,27,39,12,0,2020-04-28
195,Andhra Pradesh,East Godavari,28,40,12,0,2020-04-29
196,Andhra Pradesh,East Godavari,28,42,14,0,2020-04-30
197,Andhra Pradesh,East Godavari,25,42,17,0,2020-05-01
198,Andhra Pradesh,East Godavari,28,45,17,0,2020-05-02
199,Andhra Pradesh,East Godavari,25,45,20,0,2020-05-03
200,Andhra Pradesh,East Godavari,23,45,22,0,2020-05-04
201,Andhra Pradesh,East Godavari,23,45,22,0,2020-05-05
202,Andhra Pradesh,East Godavari,20,46,26,0,2020-05-06
203,Andhra Pradesh,East Godavari,20,46,26,0,2020-05-07
204,Andhra Pradesh,East Godavari,20,46,26,0,2020-05-08
205,Andhra Pradesh,East Godavari,17,46,29,0,2020-05-09
206,Andhra Pradesh,East Godavari,15,46,31,0,2020-05-10
207,Andhra Pradesh,East Godavari,15,46,31,0,2020-05-11
208,Andhra Pradesh,East Godavari,16,47,31,0,2020-05-12
209,Andhra Pradesh,East Godavari,16,51,35,0,2020-05-13
210,Andhra Pradesh,East Godavari,16,51,35,0,2020-05-14
211,Andhra Pradesh,East Godavari,17,52,35,0,2020-05-15
212,Andhra Pradesh,East Godavari,14,52,38,0,2020-05-16
213,Andhra Pradesh,East Godavari,13,52,39,0,2020-05-17
214,Andhra Pradesh,East Godavari,14,57,43,0,2020-05-18
215,Andhra Pradesh,East Godavari,14,57,43,0,2020-05-19
216,Andhra Pradesh,East Godavari,16,59,43,0,2020-05-20
217,Andhra Pradesh,East Godavari,16,59,43,0,2020-05-21
218,Andhra Pradesh,East Godavari,16,59,43,0,2020-05-22
219,Andhra Pradesh,East Godavari,16,59,43,0,2020-05-23
220,Andhra Pradesh,East Godavari,16,59,43,0,2020-05-24
221,Andhra Pradesh,East Godavari,16,59,43,0,2020-05-25
222,Andhra Pradesh,East Godavari,16,59,43,0,2020-05-26
223,Andhra Pradesh,East Godavari,97,147,48,2,2020-05-27
224,Andhra Pradesh,East Godavari,103,154,49,2,2020-05-28
225,Andhra Pradesh,East Godavari,105,156,49,2,2020-05-29
226,Andhra Pradesh,East Godavari,137,190,51,2,2020-05-30
227,Andhra Pradesh,East Godavari,137,190,51,2,2020-05-31
228,Andhra Pradesh,Guntur,136,157,15,6,2020-04-21
229,Andhra Pradesh,Guntur,156,177,15,6,2020-04-22
230,Andhra Pradesh,Guntur,164,195,23,8,2020-04-23
231,Andhra Pradesh,Guntur,175,206,23,8,2020-04-24
232,Andhra Pradesh,Guntur,178,209,23,8,2020-04-25
233,Andhra Pradesh,Guntur,177,214,29,8,2020-04-26
234,Andhra Pradesh,Guntur,200,237,29,8,2020-04-27
235,Andhra Pradesh,Guntur,207,254,39,8,2020-04-28
236,Andhra Pradesh,Guntur,216,283,59,8,2020-04-29
237,Andhra Pradesh,Guntur,192,287,87,8,2020-04-30
238,Andhra Pradesh,Guntur,201,306,97,8,2020-05-01
239,Andhra Pradesh,Guntur,203,308,97,8,2020-05-02
240,Andhra Pradesh,Guntur,196,319,115,8,2020-05-03
241,Andhra Pradesh,Guntur,215,338,115,8,2020-05-04
242,Andhra Pradesh,Guntur,215,351,128,8,2020-05-05
243,Andhra Pradesh,Guntur,226,363,129,8,2020-05-06
244,Andhra Pradesh,Guntur,215,373,150,8,2020-05-07
245,Andhra Pradesh,Guntur,202,374,164,8,2020-05-08
246,Andhra Pradesh,Guntur,200,376,168,8,2020-05-09
247,Andhra Pradesh,Guntur,198,382,176,8,2020-05-10
248,Andhra Pradesh,Guntur,181,387,198,8,2020-05-11
249,Andhra Pradesh,Guntur,181,387,198,8,2020-05-12
250,Andhra Pradesh,Guntur,166,399,225,8,2020-05-13
251,Andhra Pradesh,Guntur,150,404,246,8,2020-05-14
252,Andhra Pradesh,Guntur,139,404,257,8,2020-05-15
253,Andhra Pradesh,Guntur,148,413,257,8,2020-05-16
254,Andhra Pradesh,Guntur,134,417,275,8,2020-05-17
255,Andhra Pradesh,Guntur,94,417,315,8,2020-05-18
256,Andhra Pradesh,Guntur,94,417,315,8,2020-05-19
257,Andhra Pradesh,Guntur,90,426,328,8,2020-05-20
258,Andhra Pradesh,Guntur,90,426,328,8,2020-05-21
259,Andhra Pradesh,Guntur,90,426,328,8,2020-05-22
260,Andhra Pradesh,Guntur,90,426,328,8,2020-05-23
261,Andhra Pradesh,Guntur,90,426,328,8,2020-05-24
262,Andhra Pradesh,Guntur,90,426,328,8,2020-05-25
263,Andhra Pradesh,Guntur,90,426,328,8,2020-05-26
264,Andhra Pradesh,Guntur,91,452,353,8,2020-05-27
265,Andhra Pradesh,Guntur,86,465,371,8,2020-05-28
266,Andhra Pradesh,Guntur,80,465,377,8,2020-05-29
267,Andhra Pradesh,Guntur,92,478,378,8,2020-05-30
268,Andhra Pradesh,Guntur,92,478,378,8,2020-05-31
269,Andhra Pradesh,Krishna,63,83,14,6,2020-04-21
270,Andhra Pradesh,Krishna,66,86,14,6,2020-04-22
271,Andhra Pradesh,Krishna,56,88,25,7,2020-04-23
272,Andhra Pradesh,Krishna,70,102,25,7,2020-04-24
273,Andhra Pradesh,Krishna,90,127,29,8,2020-04-25
274,Andhra Pradesh,Krishna,140,177,29,8,2020-04-26
275,Andhra Pradesh,Krishna,173,210,29,8,2020-04-27
276,Andhra Pradesh,Krishna,186,223,29,8,2020-04-28
277,Andhra Pradesh,Krishna,196,236,32,8,2020-04-29
278,Andhra Pradesh,Krishna,206,246,32,8,2020-04-30
279,Andhra Pradesh,Krishna,201,246,37,8,2020-05-01
280,Andhra Pradesh,Krishna,206,258,44,8,2020-05-02
281,Andhra Pradesh,Krishna,212,266,46,8,2020-05-03
282,Andhra Pradesh,Krishna,224,278,46,8,2020-05-04
283,Andhra Pradesh,Krishna,221,286,56,9,2020-05-05
284,Andhra Pradesh,Krishna,173,300,117,10,2020-05-06
285,Andhra Pradesh,Krishna,182,316,123,11,2020-05-07
286,Andhra Pradesh,Krishna,185,322,126,11,2020-05-08
287,Andhra Pradesh,Krishna,191,338,134,13,2020-05-09
288,Andhra Pradesh,Krishna,189,339,137,13,2020-05-10
289,Andhra Pradesh,Krishna,187,342,142,13,2020-05-11
290,Andhra Pradesh,Krishna,155,346,177,14,2020-05-12
291,Andhra Pradesh,Krishna,133,349,202,14,2020-05-13
292,Andhra Pradesh,Krishna,134,351,203,14,2020-05-14
293,Andhra Pradesh,Krishna,140,360,206,14,2020-05-15
294,Andhra Pradesh,Krishna,142,367,211,14,2020-05-16
295,Andhra Pradesh,Krishna,99,367,253,15,2020-05-17
296,Andhra Pradesh,Krishna,104,382,263,15,2020-05-18
297,Andhra Pradesh,Krishna,104,382,263,15,2020-05-19
298,Andhra Pradesh,Krishna,101,396,280,15,2020-05-20
299,Andhra Pradesh,Krishna,101,396,280,15,2020-05-21
300,Andhra Pradesh,Krishna,101,396,280,15,2020-05-22
301,Andhra Pradesh,Krishna,100,396,280,16,2020-05-23
302,Andhra Pradesh,Krishna,100,396,280,16,2020-05-24
303,Andhra Pradesh,Krishna,100,396,280,16,2020-05-25
304,Andhra Pradesh,Krishna,100,396,280,16,2020-05-26
305,Andhra Pradesh,Krishna,130,445,298,17,2020-05-27
306,Andhra Pradesh,Krishna,122,445,306,17,2020-05-28
307,Andhra Pradesh,Krishna,122,454,315,17,2020-05-29
308,Andhra Pradesh,Krishna,117,456,322,17,2020-05-30
309,Andhra Pradesh,Krishna,117,456,322,17,2020-05-31
310,Andhra Pradesh,Kurnool,175,184,4,5,2020-04-21
311,Andhra Pradesh,Kurnool,194,203,4,5,2020-04-22
312,Andhra Pradesh,Kurnool,223,234,4,7,2020-04-23
313,Andhra Pradesh,Kurnool,249,261,4,8,2020-04-24
314,Andhra Pradesh,Kurnool,259,275,7,9,2020-04-25
315,Andhra Pradesh,Kurnool,239,279,31,9,2020-04-26
316,Andhra Pradesh,Kurnool,252,292,31,9,2020-04-27
317,Andhra Pradesh,Kurnool,280,332,43,9,2020-04-28
318,Andhra Pradesh,Kurnool,291,343,43,9,2020-04-29
319,Andhra Pradesh,Kurnool,334,386,43,9,2020-04-30
320,Andhra Pradesh,Kurnool,335,411,66,10,2020-05-01
321,Andhra Pradesh,Kurnool,360,436,66,10,2020-05-02
322,Andhra Pradesh,Kurnool,379,466,77,10,2020-05-03
323,Andhra Pradesh,Kurnool,395,491,86,10,2020-05-04
324,Andhra Pradesh,Kurnool,392,516,114,10,2020-05-05
325,Andhra Pradesh,Kurnool,369,533,153,11,2020-05-06
326,Andhra Pradesh,Kurnool,360,540,168,12,2020-05-07
327,Andhra Pradesh,Kurnool,342,547,191,14,2020-05-08
328,Andhra Pradesh,Kurnool,320,553,218,15,2020-05-09
329,Andhra Pradesh,Kurnool,311,566,239,16,2020-05-10
330,Andhra Pradesh,Kurnool,292,575,267,16,2020-05-11
331,Andhra Pradesh,Kurnool,284,584,284,16,2020-05-12
332,Andhra Pradesh,Kurnool,277,591,297,17,2020-05-13
333,Andhra Pradesh,Kurnool,257,591,316,18,2020-05-14
334,Andhra Pradesh,Kurnool,238,599,343,18,2020-05-15
335,Andhra Pradesh,Kurnool,199,608,390,19,2020-05-16
336,Andhra Pradesh,Kurnool,187,611,405,19,2020-05-17
337,Andhra Pradesh,Kurnool,163,615,433,19,2020-05-18
338,Andhra Pradesh,Kurnool,162,615,433,20,2020-05-19
339,Andhra Pradesh,Kurnool,170,638,447,21,2020-05-20
340,Andhra Pradesh,Kurnool,170,638,447,21,2020-05-21
341,Andhra Pradesh,Kurnool,170,638,447,21,2020-05-22
342,Andhra Pradesh,Kurnool,170,638,447,21,2020-05-23
343,Andhra Pradesh,Kurnool,170,638,447,21,2020-05-24
344,Andhra Pradesh,Kurnool,170,638,447,21,2020-05-25
345,Andhra Pradesh,Kurnool,170,638,447,21,2020-05-26
346,Andhra Pradesh,Kurnool,123,673,529,21,2020-05-27
347,Andhra Pradesh,Kurnool,134,688,532,22,2020-05-28
348,Andhra Pradesh,Kurnool,125,695,547,23,2020-05-29
349,Andhra Pradesh,Kurnool,130,704,551,23,2020-05-30
350,Andhra Pradesh,Kurnool,130,704,551,23,2020-05-31
351,Andhra Pradesh,Prakasam,43,44,1,0,2020-04-21
352,Andhra Pradesh,Prakasam,47,48,1,0,2020-04-22
353,Andhra Pradesh,Prakasam,49,50,1,0,2020-04-23
354,Andhra Pradesh,Prakasam,52,53,1,0,2020-04-24
355,Andhra Pradesh,Prakasam,41,53,12,0,2020-04-25
356,Andhra Pradesh,Prakasam,33,56,23,0,2020-04-26
357,Andhra Pradesh,Prakasam,33,56,23,0,2020-04-27
358,Andhra Pradesh,Prakasam,33,56,23,0,2020-04-28
359,Andhra Pradesh,Prakasam,37,60,23,0,2020-04-29
360,Andhra Pradesh,Prakasam,37,60,23,0,2020-04-30
361,Andhra Pradesh,Prakasam,37,60,23,0,2020-05-01
362,Andhra Pradesh,Prakasam,19,61,42,0,2020-05-02
363,Andhra Pradesh,Prakasam,19,61,42,0,2020-05-03
364,Andhra Pradesh,Prakasam,11,61,50,0,2020-05-04
365,Andhra Pradesh,Prakasam,11,61,50,0,2020-05-05
366,Andhra Pradesh,Prakasam,9,61,52,0,2020-05-06
367,Andhra Pradesh,Prakasam,9,61,52,0,2020-05-07
368,Andhra Pradesh,Prakasam,1,61,60,0,2020-05-08
369,Andhra Pradesh,Prakasam,1,61,60,0,2020-05-09
370,Andhra Pradesh,Prakasam,3,63,60,0,2020-05-10
371,Andhra Pradesh,Prakasam,1,63,62,0,2020-05-11
372,Andhra Pradesh,Prakasam,1,63,62,0,2020-05-12
373,Andhra Pradesh,Prakasam,3,63,60,0,2020-05-13
374,Andhra Pradesh,Prakasam,3,63,60,0,2020-05-14
375,Andhra Pradesh,Prakasam,3,63,60,0,2020-05-15
376,Andhra Pradesh,Prakasam,0,63,63,0,2020-05-16
377,Andhra Pradesh,Prakasam,3,66,63,0,2020-05-17
378,Andhra Pradesh,Prakasam,3,66,63,0,2020-05-18
379,Andhra Pradesh,Prakasam,3,66,63,0,2020-05-19
380,Andhra Pradesh,Prakasam,4,67,63,0,2020-05-20
381,Andhra Pradesh,Prakasam,4,67,63,0,2020-05-21
382,Andhra Pradesh,Prakasam,4,67,63,0,2020-05-22
383,Andhra Pradesh,Prakasam,4,67,63,0,2020-05-23
384,Andhra Pradesh,Prakasam,4,67,63,0,2020-05-24
385,Andhra Pradesh,Prakasam,4,67,63,0,2020-05-25
386,Andhra Pradesh,Prakasam,4,67,63,0,2020-05-26
387,Andhra Pradesh,Prakasam,8,72,64,0,2020-05-27
388,Andhra Pradesh,Prakasam,9,75,66,0,2020-05-28
389,Andhra Pradesh,Prakasam,9,75,66,0,2020-05-29
390,Andhra Pradesh,Prakasam,9,75,66,0,2020-05-30
391,Andhra Pradesh,Prakasam,9,75,66,0,2020-05-31
392,Andhra Pradesh,S.P.S. Nellore,64,68,2,2,2020-04-21
393,Andhra Pradesh,S.P.S. Nellore,63,67,2,2,2020-04-22
394,Andhra Pradesh,S.P.S. Nellore,59,67,6,2,2020-04-23
395,Andhra Pradesh,S.P.S. Nellore,60,68,6,2,2020-04-24
396,Andhra Pradesh,S.P.S. Nellore,62,72,8,2,2020-04-25
397,Andhra Pradesh,S.P.S. Nellore,47,72,23,2,2020-04-26
398,Andhra Pradesh,S.P.S. Nellore,54,79,23,2,2020-04-27
399,Andhra Pradesh,S.P.S. Nellore,56,82,24,2,2020-04-28
400,Andhra Pradesh,S.P.S. Nellore,53,82,27,2,2020-04-29
401,Andhra Pradesh,S.P.S. Nellore,55,84,27,2,2020-04-30
402,Andhra Pradesh,S.P.S. Nellore,38,84,43,3,2020-05-01
403,Andhra Pradesh,S.P.S. Nellore,43,90,44,3,2020-05-02
404,Andhra Pradesh,S.P.S. Nellore,44,91,44,3,2020-05-03
405,Andhra Pradesh,S.P.S. Nellore,38,91,50,3,2020-05-04
