,state,district,active,confirmed,recovered,deceased,date
5727,Gujarat,Dang,2,2,0,0,2020-05-02
5728,Gujarat,Dang,2,2,0,0,2020-05-03
5729,Gujarat,Dang,2,2,0,0,2020-05-04
5730,Gujarat,Dang,2,2,0,0,2020-05-05
5731,Gujarat,Dang,1,2,1,0,2020-05-06
5732,Gujarat,Dang,1,2,1,0,2020-05-07
5733,Gujarat,Dang,1,2,1,0,2020-05-08
5734,Gujarat,Dang,1,2,1,0,2020-05-09
5735,Gujarat,Dang,0,2,2,0,2020-05-10
5736,Gujarat,Dang,0,2,2,0,2020-05-11
5737,Gujarat,Dang,0,2,2,0,2020-05-12
5738,Gujarat,Dang,0,2,2,0,2020-05-13
5739,Gujarat,Dang,0,2,2,0,2020-05-14
5740,Gujarat,Dang,0,2,2,0,2020-05-15
5741,Gujarat,Dang,0,2,2,0,2020-05-16
5742,Gujarat,Dang,0,2,2,0,2020-05-17
5743,Gujarat,Dang,0,2,2,0,2020-05-18
5744,Gujarat,Dang,0,2,2,0,2020-05-19
5745,Gujarat,Dang,0,2,2,0,2020-05-20
5746,Gujarat,Dang,0,2,2,0,2020-05-21
5747,Gujarat,Dang,0,2,2,0,2020-05-22
5748,Gujarat,Dang,0,2,2,0,2020-05-23
5749,Gujarat,Dang,0,2,2,0,2020-05-24
5750,Gujarat,Dang,0,2,2,0,2020-05-25
5751,Gujarat,Dang,0,2,2,0,2020-05-26
5752,Gujarat,Dang,0,2,2,0,2020-05-27
5753,Gujarat,Dang,0,2,2,0,2020-05-28
5754,Gujarat,Dang,0,2,2,0,2020-05-29
5755,Gujarat,Dang,0,2,2,0,2020-05-30
5756,Gujarat,Dang,0,2,2,0,2020-05-31
5757,Gujarat,Surendranagar,1,1,0,0,2020-04-25
5758,Gujarat,Surendranagar,1,1,0,0,2020-04-26
5759,Gujarat,Surendranagar,1,1,0,0,2020-04-27
5760,Gujarat,Surendranagar,1,1,0,0,2020-04-28
5761,Gujarat,Surendranagar,1,1,0,0,2020-04-29
5762,Gujarat,Surendranagar,1,1,0,0,2020-04-30
5763,Gujarat,Surendranagar,1,1,0,0,2020-05-01
5764,Gujarat,Surendranagar,0,1,1,0,2020-05-02
5765,Gujarat,Surendranagar,0,1,1,0,2020-05-03
5766,Gujarat,Surendranagar,0,1,1,0,2020-05-04
5767,Gujarat,Surendranagar,0,1,1,0,2020-05-05
5768,Gujarat,Surendranagar,0,1,1,0,2020-05-06
5769,Gujarat,Surendranagar,0,1,1,0,2020-05-07
5770,Gujarat,Surendranagar,0,1,1,0,2020-05-08
5771,Gujarat,Surendranagar,0,1,1,0,2020-05-09
5772,Gujarat,Surendranagar,2,3,1,0,2020-05-10
5773,Gujarat,Surendranagar,2,3,1,0,2020-05-11
5774,Gujarat,Surendranagar,2,3,1,0,2020-05-12
5775,Gujarat,Surendranagar,2,3,1,0,2020-05-13
5776,Gujarat,Surendranagar,2,3,1,0,2020-05-14
5777,Gujarat,Surendranagar,3,4,1,0,2020-05-15
5778,Gujarat,Surendranagar,3,4,1,0,2020-05-16
5779,Gujarat,Surendranagar,3,4,1,0,2020-05-17
5780,Gujarat,Surendranagar,4,5,1,0,2020-05-18
5781,Gujarat,Surendranagar,7,10,3,0,2020-05-19
5782,Gujarat,Surendranagar,10,13,3,0,2020-05-20
5783,Gujarat,Surendranagar,13,16,3,0,2020-05-21
5784,Gujarat,Surendranagar,18,21,3,0,2020-05-22
5785,Gujarat,Surendranagar,20,23,3,0,2020-05-23
5786,Gujarat,Surendranagar,20,23,3,0,2020-05-24
5787,Gujarat,Surendranagar,22,25,3,0,2020-05-25
5788,Gujarat,Surendranagar,20,25,5,0,2020-05-26
5789,Gujarat,Surendranagar,21,31,10,0,2020-05-27
5790,Gujarat,Surendranagar,21,32,10,1,2020-05-28
5791,Gujarat,Surendranagar,22,33,10,1,2020-05-29
5792,Gujarat,Surendranagar,18,33,14,1,2020-05-30
5793,Gujarat,Surendranagar,18,33,14,1,2020-05-31
5794,Gujarat,Unknown,0,0,1,0,2020-05-01
5795,Gujarat,Ahmedabad,2896,3543,462,185,2020-05-02
5796,Gujarat,Ahmedabad,3076,3817,533,208,2020-05-03
5797,Gujarat,Ahmedabad,3222,4076,620,234,2020-05-04
5798,Gujarat,Ahmedabad,3448,4425,704,273,2020-05-05
5799,Gujarat,Ahmedabad,3640,4716,778,298,2020-05-06
5800,Gujarat,Ahmedabad,3784,4991,886,321,2020-05-07
5801,Gujarat,Ahmedabad,3916,5260,1001,343,2020-05-08
5802,Gujarat,Ahmedabad,4070,5540,1107,363,2020-05-09
5803,Gujarat,Ahmedabad,4064,5818,1373,381,2020-05-10
5804,Gujarat,Ahmedabad,4204,6086,1482,400,2020-05-11
5805,Gujarat,Ahmedabad,4058,6353,1874,421,2020-05-12
5806,Gujarat,Ahmedabad,4087,6645,2112,446,2020-05-13
5807,Gujarat,Ahmedabad,4198,6910,2247,465,2020-05-14
5808,Gujarat,Ahmedabad,4310,7171,2382,479,2020-05-15
5809,Gujarat,Ahmedabad,5106,8144,2545,493,2020-05-16
5810,Gujarat,Ahmedabad,5236,8420,2660,524,2020-05-17
5811,Gujarat,Ahmedabad,5287,8683,2841,555,2020-05-18
5812,Gujarat,Ahmedabad,5346,8945,3023,576,2020-05-19
5813,Gujarat,Ahmedabad,5484,9216,3130,602,2020-05-20
5814,Gujarat,Ahmedabad,5500,9449,3330,619,2020-05-21
5815,Gujarat,Ahmedabad,5421,9724,3658,645,2020-05-22
5816,Gujarat,Ahmedabad,5468,10001,3864,669,2020-05-23
5817,Gujarat,Ahmedabad,5532,10280,4051,697,2020-05-24
5818,Gujarat,Ahmedabad,5681,10590,4187,722,2020-05-25
5819,Gujarat,Ahmedabad,5473,10841,4623,745,2020-05-26
5820,Gujarat,Ahmedabad,5383,11097,4950,764,2020-05-27
5821,Gujarat,Ahmedabad,5233,11344,5331,780,2020-05-28
5822,Gujarat,Ahmedabad,5000,11597,5799,798,2020-05-29
5823,Gujarat,Ahmedabad,4742,11881,6317,822,2020-05-30
5824,Gujarat,Ahmedabad,4742,11881,6317,822,2020-05-31
5825,Gujarat,Banaskantha,14,29,14,1,2020-05-02
5826,Gujarat,Banaskantha,21,36,14,1,2020-05-03
5827,Gujarat,Banaskantha,24,39,14,1,2020-05-04
5828,Gujarat,Banaskantha,34,49,14,1,2020-05-05
5829,Gujarat,Banaskantha,49,64,14,1,2020-05-06
5830,Gujarat,Banaskantha,43,67,22,2,2020-05-07
5831,Gujarat,Banaskantha,48,75,25,2,2020-05-08
5832,Gujarat,Banaskantha,49,77,25,3,2020-05-09
5833,Gujarat,Banaskantha,45,81,33,3,2020-05-10
5834,Gujarat,Banaskantha,45,81,33,3,2020-05-11
5835,Gujarat,Banaskantha,42,81,36,3,2020-05-12
5836,Gujarat,Banaskantha,43,82,36,3,2020-05-13
5837,Gujarat,Banaskantha,39,83,41,3,2020-05-14
5838,Gujarat,Banaskantha,31,83,49,3,2020-05-15
5839,Gujarat,Banaskantha,25,83,54,4,2020-05-16
5840,Gujarat,Banaskantha,12,83,67,4,2020-05-17
5841,Gujarat,Banaskantha,6,83,73,4,2020-05-18
5842,Gujarat,Banaskantha,5,86,77,4,2020-05-19
5843,Gujarat,Banaskantha,6,88,78,4,2020-05-20
5844,Gujarat,Banaskantha,17,99,78,4,2020-05-21
5845,Gujarat,Banaskantha,17,99,78,4,2020-05-22
5846,Gujarat,Banaskantha,17,99,78,4,2020-05-23
5847,Gujarat,Banaskantha,17,99,78,4,2020-05-24
5848,Gujarat,Banaskantha,17,99,78,4,2020-05-25
5849,Gujarat,Banaskantha,20,102,78,4,2020-05-26
5850,Gujarat,Banaskantha,20,102,78,4,2020-05-27
5851,Gujarat,Banaskantha,19,103,80,4,2020-05-28
5852,Gujarat,Banaskantha,17,104,83,4,2020-05-29
5853,Gujarat,Banaskantha,15,107,87,5,2020-05-30
5854,Gujarat,Banaskantha,15,107,87,5,2020-05-31
5855,Gujarat,Chhota Udaipur,8,14,6,0,2020-05-02
5856,Gujarat,Chhota Udaipur,4,14,10,0,2020-05-03
5857,Gujarat,Chhota Udaipur,3,14,11,0,2020-05-04
5858,Gujarat,Chhota Udaipur,3,14,11,0,2020-05-05
5859,Gujarat,Chhota Udaipur,3,14,11,0,2020-05-06
5860,Gujarat,Chhota Udaipur,2,14,12,0,2020-05-07
5861,Gujarat,Chhota Udaipur,1,14,13,0,2020-05-08
5862,Gujarat,Chhota Udaipur,1,14,13,0,2020-05-09
5863,Gujarat,Chhota Udaipur,1,14,13,0,2020-05-10
5864,Gujarat,Chhota Udaipur,1,14,13,0,2020-05-11
5865,Gujarat,Chhota Udaipur,4,17,13,0,2020-05-12
5866,Gujarat,Chhota Udaipur,3,17,14,0,2020-05-13
5867,Gujarat,Chhota Udaipur,7,21,14,0,2020-05-14
5868,Gujarat,Chhota Udaipur,7,21,14,0,2020-05-15
5869,Gujarat,Chhota Udaipur,7,21,14,0,2020-05-16
5870,Gujarat,Chhota Udaipur,7,21,14,0,2020-05-17
5871,Gujarat,Chhota Udaipur,7,21,14,0,2020-05-18
5872,Gujarat,Chhota Udaipur,8,22,14,0,2020-05-19
5873,Gujarat,Chhota Udaipur,8,22,14,0,2020-05-20
5874,Gujarat,Chhota Udaipur,8,22,14,0,2020-05-21
5875,Gujarat,Chhota Udaipur,5,22,17,0,2020-05-22
5876,Gujarat,Chhota Udaipur,5,22,17,0,2020-05-23
5877,Gujarat,Chhota Udaipur,1,22,21,0,2020-05-24
5878,Gujarat,Chhota Udaipur,1,22,21,0,2020-05-25
5879,Gujarat,Chhota Udaipur,1,22,21,0,2020-05-26
5880,Gujarat,Chhota Udaipur,2,23,21,0,2020-05-27
5881,Gujarat,Chhota Udaipur,3,24,21,0,2020-05-28
5882,Gujarat,Chhota Udaipur,9,31,22,0,2020-05-29
5883,Gujarat,Chhota Udaipur,10,33,23,0,2020-05-30
5884,Gujarat,Chhota Udaipur,10,33,23,0,2020-05-31
5885,Gujarat,Kutch,1,7,5,1,2020-05-02
5886,Gujarat,Kutch,1,7,5,1,2020-05-03
5887,Gujarat,Kutch,1,7,5,1,2020-05-04
5888,Gujarat,Kutch,1,7,5,1,2020-05-05
5889,Gujarat,Kutch,1,7,5,1,2020-05-06
5890,Gujarat,Kutch,1,7,5,1,2020-05-07
5891,Gujarat,Kutch,1,7,5,1,2020-05-08
5892,Gujarat,Kutch,1,7,5,1,2020-05-09
5893,Gujarat,Kutch,1,8,6,1,2020-05-10
5894,Gujarat,Kutch,1,8,6,1,2020-05-11
5895,Gujarat,Kutch,7,14,6,1,2020-05-12
5896,Gujarat,Kutch,7,14,6,1,2020-05-13
5897,Gujarat,Kutch,7,14,6,1,2020-05-14
5898,Gujarat,Kutch,7,14,6,1,2020-05-15
5899,Gujarat,Kutch,7,14,6,1,2020-05-16
5900,Gujarat,Kutch,21,28,6,1,2020-05-17
5901,Gujarat,Kutch,24,31,6,1,2020-05-18
5902,Gujarat,Kutch,45,52,6,1,2020-05-19
5903,Gujarat,Kutch,50,57,6,1,2020-05-20
5904,Gujarat,Kutch,54,61,6,1,2020-05-21
5905,Gujarat,Kutch,57,64,6,1,2020-05-22
5906,Gujarat,Kutch,51,64,12,1,2020-05-23
5907,Gujarat,Kutch,51,64,12,1,2020-05-24
5908,Gujarat,Kutch,51,64,12,1,2020-05-25
5909,Gujarat,Kutch,53,66,12,1,2020-05-26
5910,Gujarat,Kutch,54,68,13,1,2020-05-27
5911,Gujarat,Kutch,48,75,25,2,2020-05-28
5912,Gujarat,Kutch,34,79,43,2,2020-05-29
5913,Gujarat,Kutch,24,69,43,2,2020-05-30
5914,Gujarat,Kutch,24,69,43,2,2020-05-31
5915,Gujarat,Mehsana,4,11,7,0,2020-05-02
5916,Gujarat,Mehsana,25,32,7,0,2020-05-03
5917,Gujarat,Mehsana,25,32,7,0,2020-05-04
5918,Gujarat,Mehsana,35,42,7,0,2020-05-05
5919,Gujarat,Mehsana,34,42,8,0,2020-05-06
5920,Gujarat,Mehsana,33,42,8,1,2020-05-07
5921,Gujarat,Mehsana,33,42,8,1,2020-05-08
5922,Gujarat,Mehsana,33,42,8,1,2020-05-09
5923,Gujarat,Mehsana,29,50,20,1,2020-05-10
5924,Gujarat,Mehsana,13,52,37,2,2020-05-11
5925,Gujarat,Mehsana,20,59,37,2,2020-05-12
5926,Gujarat,Mehsana,28,67,37,2,2020-05-13
5927,Gujarat,Mehsana,34,73,37,2,2020-05-14
5928,Gujarat,Mehsana,30,73,40,3,2020-05-15
5929,Gujarat,Mehsana,32,75,40,3,2020-05-16
5930,Gujarat,Mehsana,32,75,40,3,2020-05-17
5931,Gujarat,Mehsana,26,75,46,3,2020-05-18
5932,Gujarat,Mehsana,26,80,51,3,2020-05-19
5933,Gujarat,Mehsana,26,80,51,3,2020-05-20
5934,Gujarat,Mehsana,38,93,51,4,2020-05-21
5935,Gujarat,Mehsana,40,95,51,4,2020-05-22
5936,Gujarat,Mehsana,41,99,54,4,2020-05-23
5937,Gujarat,Mehsana,42,101,55,4,2020-05-24
5938,Gujarat,Mehsana,42,102,56,4,2020-05-25
5939,Gujarat,Mehsana,41,103,58,4,2020-05-26
5940,Gujarat,Mehsana,40,104,60,4,2020-05-27
5941,Gujarat,Mehsana,41,105,60,4,2020-05-28
5942,Gujarat,Mehsana,38,112,70,4,2020-05-29
5943,Gujarat,Mehsana,34,112,73,5,2020-05-30
5944,Gujarat,Mehsana,34,112,73,5,2020-05-31
5945,Gujarat,Panchmahal,30,38,5,3,2020-05-02
5946,Gujarat,Panchmahal,30,38,5,3,2020-05-03
5947,Gujarat,Panchmahal,37,45,5,3,2020-05-04
5948,Gujarat,Panchmahal,40,49,6,3,2020-05-05
5949,Gujarat,Panchmahal,42,51,6,3,2020-05-06
5950,Gujarat,Panchmahal,42,51,6,3,2020-05-07
5951,Gujarat,Panchmahal,48,57,6,3,2020-05-08
5952,Gujarat,Panchmahal,46,59,9,4,2020-05-09
5953,Gujarat,Panchmahal,30,61,27,4,2020-05-10
5954,Gujarat,Panchmahal,28,65,33,4,2020-05-11
5955,Gujarat,Panchmahal,28,65,33,4,2020-05-12
5956,Gujarat,Panchmahal,29,66,33,4,2020-05-13
5957,Gujarat,Panchmahal,27,68,37,4,2020-05-14
5958,Gujarat,Panchmahal,15,68,48,5,2020-05-15
5959,Gujarat,Panchmahal,16,69,48,5,2020-05-16
5960,Gujarat,Panchmahal,16,71,49,6,2020-05-17
5961,Gujarat,Panchmahal,12,71,53,6,2020-05-18
5962,Gujarat,Panchmahal,11,71,54,6,2020-05-19
5963,Gujarat,Panchmahal,9,71,56,6,2020-05-20
5964,Gujarat,Panchmahal,8,72,58,6,2020-05-21
5965,Gujarat,Panchmahal,5,72,61,6,2020-05-22
5966,Gujarat,Panchmahal,3,72,63,6,2020-05-23
5967,Gujarat,Panchmahal,5,74,63,6,2020-05-24
5968,Gujarat,Panchmahal,4,77,67,6,2020-05-25
5969,Gujarat,Panchmahal,4,78,67,7,2020-05-26
5970,Gujarat,Panchmahal,4,79,68,7,2020-05-27
5971,Gujarat,Panchmahal,6,81,68,7,2020-05-28
5972,Gujarat,Panchmahal,5,82,70,7,2020-05-29
5973,Gujarat,Panchmahal,8,85,70,7,2020-05-30
5974,Gujarat,Panchmahal,8,85,70,7,2020-05-31
5975,Gujarat,Sabarkantha,0,3,3,0,2020-05-02
5976,Gujarat,Sabarkantha,0,3,3,0,2020-05-03
5977,Gujarat,Sabarkantha,2,5,3,0,2020-05-04
5978,Gujarat,Sabarkantha,5,9,3,1,2020-05-05
5979,Gujarat,Sabarkantha,5,10,3,2,2020-05-06
5980,Gujarat,Sabarkantha,5,10,3,2,2020-05-07
5981,Gujarat,Sabarkantha,12,17,3,2,2020-05-08
5982,Gujarat,Sabarkantha,12,17,3,2,2020-05-09
5983,Gujarat,Sabarkantha,18,23,3,2,2020-05-10
5984,Gujarat,Sabarkantha,21,26,3,2,2020-05-11
5985,Gujarat,Sabarkantha,18,27,7,2,2020-05-12
5986,Gujarat,Sabarkantha,18,27,7,2,2020-05-13
5987,Gujarat,Sabarkantha,16,27,9,2,2020-05-14
5988,Gujarat,Sabarkantha,18,29,9,2,2020-05-15
5989,Gujarat,Sabarkantha,21,32,9,2,2020-05-16
5990,Gujarat,Sabarkantha,25,38,11,2,2020-05-17
5991,Gujarat,Sabarkantha,22,39,15,2,2020-05-18
5992,Gujarat,Sabarkantha,29,46,15,2,2020-05-19
5993,Gujarat,Sabarkantha,26,49,20,3,2020-05-20
5994,Gujarat,Sabarkantha,29,52,20,3,2020-05-21
5995,Gujarat,Sabarkantha,40,63,20,3,2020-05-22
5996,Gujarat,Sabarkantha,40,63,20,3,2020-05-23
5997,Gujarat,Sabarkantha,54,77,20,3,2020-05-24
5998,Gujarat,Sabarkantha,66,89,20,3,2020-05-25
5999,Gujarat,Sabarkantha,65,97,29,3,2020-05-26
6000,Gujarat,Sabarkantha,65,97,29,3,2020-05-27
6001,Gujarat,Sabarkantha,63,97,31,3,2020-05-28
6002,Gujarat,Sabarkantha,56,98,39,3,2020-05-29
6003,Gujarat,Sabarkantha,49,101,49,3,2020-05-30
6004,Gujarat,Sabarkantha,49,101,49,3,2020-05-31
6005,Gujarat,Devbhumi Dwarka,3,3,0,0,2020-05-03
6006,Gujarat,Devbhumi Dwarka,3,3,0,0,2020-05-04
6007,Gujarat,Devbhumi Dwarka,3,3,0,0,2020-05-05
6008,Gujarat,Devbhumi Dwarka,3,3,0,0,2020-05-06
6009,Gujarat,Devbhumi Dwarka,4,4,0,0,2020-05-07
6010,Gujarat,Devbhumi Dwarka,4,4,0,0,2020-05-08
6011,Gujarat,Devbhumi Dwarka,4,4,0,0,2020-05-09
6012,Gujarat,Devbhumi Dwarka,4,4,0,0,2020-05-10
6013,Gujarat,Devbhumi Dwarka,4,4,0,0,2020-05-11
6014,Gujarat,Devbhumi Dwarka,5,5,0,0,2020-05-12
6015,Gujarat,Devbhumi Dwarka,12,12,0,0,2020-05-13
6016,Gujarat,Devbhumi Dwarka,12,12,0,0,2020-05-14
6017,Gujarat,Devbhumi Dwarka,12,12,0,0,2020-05-15
6018,Gujarat,Devbhumi Dwarka,10,12,2,0,2020-05-16
6019,Gujarat,Devbhumi Dwarka,10,12,2,0,2020-05-17
6020,Gujarat,Devbhumi Dwarka,10,12,2,0,2020-05-18
6021,Gujarat,Devbhumi Dwarka,10,12,2,0,2020-05-19
6022,Gujarat,Devbhumi Dwarka,10,12,2,0,2020-05-20
6023,Gujarat,Devbhumi Dwarka,8,12,4,0,2020-05-21
6024,Gujarat,Devbhumi Dwarka,8,12,4,0,2020-05-22
6025,Gujarat,Devbhumi Dwarka,1,12,11,0,2020-05-23
6026,Gujarat,Devbhumi Dwarka,1,12,11,0,2020-05-24
6027,Gujarat,Devbhumi Dwarka,1,12,11,0,2020-05-25
6028,Gujarat,Devbhumi Dwarka,1,12,11,0,2020-05-26
6029,Gujarat,Devbhumi Dwarka,1,12,11,0,2020-05-27
6030,Gujarat,Devbhumi Dwarka,1,12,11,0,2020-05-28
6031,Gujarat,Devbhumi Dwarka,1,12,11,0,2020-05-29
6032,Gujarat,Devbhumi Dwarka,1,12,11,0,2020-05-30
6033,Gujarat,Devbhumi Dwarka,1,12,11,0,2020-05-31
6034,Gujarat,Junagadh,2,2,0,0,2020-05-05
6035,Gujarat,Junagadh,2,2,0,0,2020-05-06
6036,Gujarat,Junagadh,2,2,0,0,2020-05-07
6037,Gujarat,Junagadh,2,2,0,0,2020-05-08
6038,Gujarat,Junagadh,2,2,0,0,2020-05-09
6039,Gujarat,Junagadh,2,2,0,0,2020-05-10
6040,Gujarat,Junagadh,3,3,0,0,2020-05-11
6041,Gujarat,Junagadh,1,3,2,0,2020-05-12
6042,Gujarat,Junagadh,2,4,2,0,2020-05-13
6043,Gujarat,Junagadh,2,4,2,0,2020-05-14
6044,Gujarat,Junagadh,2,4,2,0,2020-05-15
6045,Gujarat,Junagadh,3,5,2,0,2020-05-16
6046,Gujarat,Junagadh,4,6,2,0,2020-05-17
6047,Gujarat,Junagadh,7,9,2,0,2020-05-18
6048,Gujarat,Junagadh,9,12,3,0,2020-05-19
6049,Gujarat,Junagadh,10,13,3,0,2020-05-20
6050,Gujarat,Junagadh,12,15,3,0,2020-05-21
6051,Gujarat,Junagadh,14,18,4,0,2020-05-22
6052,Gujarat,Junagadh,22,26,4,0,2020-05-23
6053,Gujarat,Junagadh,22,26,4,0,2020-05-24
6054,Gujarat,Junagadh,18,26,8,0,2020-05-25
6055,Gujarat,Junagadh,19,27,8,0,2020-05-26
6056,Gujarat,Junagadh,18,27,9,0,2020-05-27
6057,Gujarat,Junagadh,16,28,12,0,2020-05-28
6058,Gujarat,Junagadh,17,29,12,0,2020-05-29
6059,Gujarat,Junagadh,13,29,16,0,2020-05-30
6060,Gujarat,Junagadh,13,29,16,0,2020-05-31
6061,Gujarat,Other State,1,1,0,0,2020-05-07
6062,Gujarat,Other State,1,1,0,0,2020-05-08
6063,Gujarat,Other State,1,1,0,0,2020-05-09
6064,Gujarat,Other State,1,1,0,0,2020-05-10
6065,Gujarat,Other State,1,1,0,0,2020-05-11
6066,Gujarat,Other State,1,1,0,0,2020-05-12
6067,Gujarat,Other State,1,1,0,0,2020-05-13
6068,Gujarat,Other State,1,1,0,0,2020-05-14
6069,Gujarat,Other State,1,1,0,0,2020-05-15
6070,Gujarat,Other State,1,1,0,0,2020-05-16
6071,Gujarat,Other State,1,1,0,0,2020-05-17
6072,Gujarat,Other State,1,1,0,0,2020-05-18
6073,Gujarat,Other State,1,1,0,0,2020-05-19
6074,Gujarat,Other State,2,2,0,0,2020-05-20
6075,Gujarat,Other State,5,5,0,0,2020-05-21
6076,Gujarat,Other State,5,5,0,0,2020-05-22
6077,Gujarat,Other State,5,5,0,0,2020-05-23
6078,Gujarat,Other State,7,7,0,0,2020-05-24
6079,Gujarat,Other State,8,8,0,0,2020-05-25
6080,Gujarat,Other State,8,8,0,0,2020-05-26
6081,Gujarat,Other State,10,10,0,0,2020-05-27
6082,Gujarat,Other State,10,10,0,0,2020-05-28
6083,Gujarat,Other State,11,11,0,0,2020-05-29
6084,Gujarat,Other State,13,13,0,0,2020-05-30
6085,Gujarat,Other State,13,13,0,0,2020-05-31
6086,Gujarat,Amreli,1,1,0,0,2020-05-13
6087,Gujarat,Amreli,1,1,0,0,2020-05-14
6088,Gujarat,Amreli,1,1,0,0,2020-05-15
6089,Gujarat,Amreli,1,1,0,0,2020-05-16
6090,Gujarat,Amreli,2,2,0,0,2020-05-17
6091,Gujarat,Amreli,2,2,0,0,2020-05-18
6092,Gujarat,Amreli,2,2,0,0,2020-05-19
6093,Gujarat,Amreli,2,2,0,0,2020-05-20
6094,Gujarat,Amreli,2,2,0,0,2020-05-21
6095,Gujarat,Amreli,2,2,0,0,2020-05-22
6096,Gujarat,Amreli,4,4,0,0,2020-05-23
6097,Gujarat,Amreli,4,4,0,0,2020-05-24
6098,Gujarat,Amreli,6,6,0,0,2020-05-25
6099,Gujarat,Amreli,7,7,0,0,2020-05-26
6100,Gujarat,Amreli,8,8,0,0,2020-05-27
6101,Gujarat,Amreli,6,8,2,0,2020-05-28
6102,Gujarat,Amreli,6,8,2,0,2020-05-29
6103,Gujarat,Amreli,7,9,2,0,2020-05-30
6104,Gujarat,Amreli,7,9,2,0,2020-05-31
6105,Haryana,Ambala,11,11,0,0,2020-04-21
6106,Haryana,Ambala,1,12,10,1,2020-04-22
6107,Haryana,Ambala,1,12,10,1,2020-04-23
6108,Haryana,Ambala,1,12,10,1,2020-04-24
6109,Haryana,Ambala,2,13,10,1,2020-04-25
6110,Haryana,Ambala,2,13,10,1,2020-04-26
6111,Haryana,Ambala,3,14,10,1,2020-04-27
6112,Haryana,Ambala,3,14,10,1,2020-04-28
6113,Haryana,Ambala,3,14,10,1,2020-04-29
6114,Haryana,Ambala,3,14,10,1,2020-04-30
6115,Haryana,Ambala,2,14,11,1,2020-05-01
6116,Haryana,Ambala,1,14,11,2,2020-05-02
6117,Haryana,Ambala,1,14,11,2,2020-05-03
6118,Haryana,Ambala,24,37,11,2,2020-05-04
6119,Haryana,Ambala,24,37,11,2,2020-05-05
6120,Haryana,Ambala,28,41,11,2,2020-05-06
6121,Haryana,Ambala,28,41,11,2,2020-05-07
6122,Haryana,Ambala,28,41,11,2,2020-05-08
6123,Haryana,Ambala,28,41,11,2,2020-05-09
6124,Haryana,Ambala,28,41,11,2,2020-05-10
6125,Haryana,Ambala,1,41,38,2,2020-05-11
6126,Haryana,Ambala,2,42,38,2,2020-05-12
6127,Haryana,Ambala,2,42,38,2,2020-05-13
6128,Haryana,Ambala,2,42,38,2,2020-05-14
6129,Haryana,Ambala,1,42,39,2,2020-05-15
6130,Haryana,Ambala,0,42,40,2,2020-05-16
6131,Haryana,Ambala,0,42,40,2,2020-05-17
6132,Haryana,Ambala,0,42,40,2,2020-05-18
6133,Haryana,Ambala,0,42,40,2,2020-05-19
6134,Haryana,Ambala,0,42,40,2,2020-05-20
6135,Haryana,Ambala,0,42,40,2,2020-05-21
6136,Haryana,Ambala,0,42,40,2,2020-05-22
6137,Haryana,Ambala,0,42,40,2,2020-05-23
6138,Haryana,Ambala,0,42,40,2,2020-05-24
6139,Haryana,Ambala,0,42,40,2,2020-05-25
6140,Haryana,Ambala,5,47,40,2,2020-05-26
6141,Haryana,Ambala,5,47,40,2,2020-05-27
6142,Haryana,Ambala,5,47,40,2,2020-05-28
6143,Haryana,Ambala,5,47,40,2,2020-05-29
6144,Haryana,Ambala,8,50,40,2,2020-05-30
6145,Haryana,Ambala,8,50,40,2,2020-05-31
6146,Haryana,Bhiwani,3,3,0,0,2020-04-21
6147,Haryana,Bhiwani,1,3,2,0,2020-04-22
6148,Haryana,Bhiwani,1,3,2,0,2020-04-23
6149,Haryana,Bhiwani,1,3,2,0,2020-04-24
6150,Haryana,Bhiwani,1,3,2,0,2020-04-25
6151,Haryana,Bhiwani,1,3,2,0,2020-04-26
6152,Haryana,Bhiwani,1,3,2,0,2020-04-27
6153,Haryana,Bhiwani,1,3,2,0,2020-04-28
6154,Haryana,Bhiwani,1,3,2,0,2020-04-29
6155,Haryana,Bhiwani,1,3,2,0,2020-04-30
6156,Haryana,Bhiwani,1,3,2,0,2020-05-01
6157,Haryana,Bhiwani,1,3,2,0,2020-05-02
6158,Haryana,Bhiwani,1,3,2,0,2020-05-03
6159,Haryana,Bhiwani,1,3,2,0,2020-05-04
6160,Haryana,Bhiwani,0,3,3,0,2020-05-05
6161,Haryana,Bhiwani,0,3,3,0,2020-05-06
6162,Haryana,Bhiwani,0,3,3,0,2020-05-07
6163,Haryana,Bhiwani,0,3,3,0,2020-05-08
6164,Haryana,Bhiwani,0,3,3,0,2020-05-09
6165,Haryana,Bhiwani,3,6,3,0,2020-05-10
6166,Haryana,Bhiwani,3,6,3,0,2020-05-11
6167,Haryana,Bhiwani,3,6,3,0,2020-05-12
6168,Haryana,Bhiwani,3,6,3,0,2020-05-13
6169,Haryana,Bhiwani,3,6,3,0,2020-05-14
6170,Haryana,Bhiwani,3,6,3,0,2020-05-15
6171,Haryana,Bhiwani,3,6,3,0,2020-05-16
6172,Haryana,Bhiwani,3,6,3,0,2020-05-17
6173,Haryana,Bhiwani,3,6,3,0,2020-05-18
6174,Haryana,Bhiwani,2,6,4,0,2020-05-19
6175,Haryana,Bhiwani,2,6,4,0,2020-05-20
6176,Haryana,Bhiwani,2,6,4,0,2020-05-21
6177,Haryana,Bhiwani,2,6,4,0,2020-05-22
6178,Haryana,Bhiwani,4,8,4,0,2020-05-23
6179,Haryana,Bhiwani,4,8,4,0,2020-05-24
6180,Haryana,Bhiwani,2,8,6,0,2020-05-25
